place_id,name_x,address,city,state,zip,lat,lng,open_now,goog_price_level,goog_rating,goog_rating_count,type_of_place,phone_formatted,phone,site,distance,trip_time,goog_sent_pos,goog_sent_neu,goog_sent_neg,goog_sent_comp,goog_rev_avgrating,yelp_id,name_y,yelp_price_level,yelp_rating,yelp_rating_count,yelp_sent_pos,yelp_sent_neu,yelp_sent_neg,yelp_sent_comp,yelp_rev_avgrating,pred,goog_peoplesay,yelp_peoplesay
ChIJVbqw34u6woARoSucLh8HyQU,Fresh In The Box,13354 Washington Blvd,Los Angeles,CA,90066,33.992204,-118.4435615,False,2.0,4.6,89,"['establishment', 'food', 'meal_delivery', 'point_of_interest', 'restaurant']",(310) 301-9100,+13103019100,http://freshintheboxla.com/,3583,627,0.3306,0.6506000000000001,0.0188,0.56838,4.2,mpkmKAfWOAe60KqxN2uNXg,Fresh In The Box,2.0,4.0,440.0,0.20766666666666667,0.77,0.02266666666666667,0.49160000000000004,4.333333333333333,2,Meh.,Meh.
ChIJt62r25q4woARxpabAc1wv5Q,Kashira Sushi,3785 Wilshire Blvd Ste C107,Los Angeles,CA,90010,34.0624413,-118.308578,False,2.0,4.4,255,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']",(213) 388-1620,+12133881620,http://www.kashirasushi.com/,24826,1712,0.3786,0.5828,0.0386,0.9379799999999999,4.6,hBKqBlnut9bcPLPk1gdh_A,KASHIRA SUSHI,2.0,4.0,380.0,0.09833333333333334,0.9016666666666667,0.0,0.35509999999999997,4.333333333333333,1,Yay!,Meh.
ChIJRWFmika7woARKEVVAAe5mNk,Kaido,1049 Gayley Ave,Los Angeles,CA,90024,34.0610395,-118.4474114,False,2.0,4.5,93,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 828-7582,+13108287582,http://www.kaido.us/,14681,1026,0.39080000000000004,0.6092000000000001,0.0,0.8273199999999999,4.4,7YhR-qjMlpLKr_eZTUofFg,Kaido,2.0,4.0,314.0,0.168,0.832,0.0,0.6075666666666666,4.666666666666667,3,Yay!,Meh.
ChIJmdtwunm1woARh7K5SWrsnAc,Azuma Japanese Restaurant,16123 S Western Ave,Gardena,CA,90247,33.8842969,-118.3094564,False,2.0,4.6,427,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 532-8623,+13105328623,,23341,1313,0.3298,0.6666,0.0036,0.91112,4.8,l5tMS0O4zy1568ygy8jmug,Azuma Japanese Restaurant,2.0,4.0,789.0,0.12100000000000001,0.846,0.033,0.26266666666666666,4.333333333333333,1,Yay!,Meh.
ChIJ79Xai4K1woARdp0MPZ_AyXY,Kotohira Restaurant,1747 W Redondo Beach Blvd,Gardena,CA,90247,33.8889149,-118.3087624,False,1.0,4.6,179,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 323-3966,+13103233966,,23223,1406,0.2598,0.7246,0.0156,0.8100799999999999,4.6,YWKCW2KaBrFjQ5GnjJMrag,Kotohira Restaurant,1.0,4.0,501.0,0.25766666666666665,0.7206666666666667,0.021666666666666667,0.7433666666666667,4.666666666666667,0,Yay!,Meh.
ChIJb7GeyDS6woAROVvLEUiLZEk,n/naka,3455 Overland Ave,Los Angeles,CA,90034,34.0251396,-118.4122256,False,4.0,4.7,328,"['establishment', 'food', 'point_of_interest', 'restaurant']",,,http://www.n-naka.com/,7674,947,0.2484,0.7454000000000001,0.0064,0.85986,5.0,tDeuHjIUJrHeELrKEekXtA,n/naka,4.0,4.5,700.0,0.10866666666666668,0.8016666666666666,0.08966666666666667,0.053433333333333353,3.3333333333333335,2,Yay!,Meh.
ChIJw4ER4Am8woAR9gdE_QUzg5A,Tempura Endo,9777 S Santa Monica Blvd,Beverly Hills,CA,90210,34.0675996,-118.4090648,False,4.0,4.6,34,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 274-2201,+13102742201,http://www.beverlyhills-endo.com/,18134,1317,0.1876,0.7998,0.0126,0.6813199999999999,5.0,1qwR64G3l8f0Nkm2P0JljQ,Tempura Endo,4.0,4.0,67.0,0.282,0.6663333333333333,0.051666666666666666,0.5362333333333333,3.6666666666666665,2,Meh.,Meh.
ChIJx9oYen26woARqFwu0OoUvyc,Irori Sushi,4371 Glencoe Ave Suite B4,Marina Del Rey,CA,90292,33.9844791,-118.4391498,False,2.0,4.6,543,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 822-3700,+13108223700,http://irorisushi.com/,2441,444,0.2346,0.7186,0.046799999999999994,0.85648,4.4,JTSJ1z1bE1QSpjcMDYqbgA,Irori Sushi,2.0,4.0,1663.0,0.20366666666666666,0.7963333333333334,0.0,0.6468666666666667,5.0,3,Yay!,Meh.
ChIJ96JMTeuwwoARrwh7xAuVrFE,Kanpai,8325 Lincoln Blvd,Los Angeles,CA,90045,33.961972,-118.4214507,False,3.0,4.4,457,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 338-7223,+13103387223,http://www.kanpai-sushi.net/,1981,247,0.24,0.7385999999999999,0.021399999999999995,0.7575000000000001,4.0,kDMsnq59lJAjMX1baGJPEA,Kanpai Japanese Sushi Bar & Grill,3.0,4.0,1410.0,0.18533333333333335,0.7926666666666667,0.021666666666666667,0.5239333333333334,5.0,2,Meh.,Meh.
ChIJwe_rxk65woARA20NFF4Uw40,Gyu-Kaku Japanese BBQ,163 N La Cienega Blvd,Beverly Hills,CA,90211,34.0691692,-118.376627,True,2.0,4.5,481,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']",(310) 659-5760,+13106595760,http://www.gyu-kaku.com/beverly-hills,19465,1387,0.325,0.6616,0.0132,0.85334,5.0,aVjTUQIFKblzlRGKzGLD4Q,Gyu-Kaku Japanese BBQ,2.0,4.0,1122.0,0.3423333333333334,0.63,0.028,0.8675,3.3333333333333335,1,Yay!,Yay!
ChIJWd_cO023woARTJt1y_4CNug,Kabuki,6081 Center Dr #203,Los Angeles,CA,90045,33.9785725,-118.39291,True,2.0,4.2,520,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 641-5524,+13106415524,http://www.kabukirestaurants.com/,4291,563,0.292,0.6551999999999999,0.0528,0.81746,4.2,9LntXhQyHeWh4DVuK8JFwg,Kabuki Japanese Restaurant,2.0,3.5,792.0,0.062,0.8809999999999999,0.056999999999999995,0.025333333333333357,3.0,0,Yay!,Meh.
ChIJW4L7Fwi8woAR7IoDkdjQ3Dg,Sayuri Japanese Restaurant,456 N Bedford Dr,Beverly Hills,CA,90210,34.0690053,-118.4059692,False,2.0,4.4,49,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 246-9031,+13102469031,,18516,1395,0.251,0.7396,0.0092,0.7930400000000001,4.4,drfBKgrDIfNxsgk3fluP0g,Sayuri,2.0,3.5,195.0,0.21933333333333335,0.719,0.06166666666666667,0.5038999999999999,3.3333333333333335,0,Meh.,Meh.
ChIJo4Zh6W-7woARZPJrWHNbDio,Aki Restaurant,11513 CA-2,Los Angeles,CA,90025,34.045583,-118.452551,False,2.0,4.7,119,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 479-8406,+13104798406,http://www.akirestaurant-la.com/,13248,909,0.368,0.6319999999999999,0.0,0.84644,4.6,eM74qtmgDvt25YyhOsZUhw,Aki Restaurant,2.0,4.0,196.0,0.3156666666666667,0.6843333333333333,0.0,0.8722,4.666666666666667,1,Yay!,Yay!
ChIJjxVMbQe8woARs4zBy9r5SOU,Shiki Beverly Hills,410 N Canon Dr,Beverly Hills,CA,90210,34.0710026,-118.4008605,False,3.0,4.6,58,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 888-0036,+13108880036,http://www.shikibeverlyhills.com/,19381,1536,0.3112,0.6422000000000001,0.0466,0.59338,4.4,QDUDC0JkuPcBuB8zGvf_pA,Shiki Beverly Hills,4.0,4.5,152.0,0.3116666666666667,0.6596666666666667,0.028666666666666663,0.8363666666666667,4.666666666666667,1,Meh.,Yay!
ChIJifUP8oG8woARTugWmAzO5A8,San Sai Japanese Grill,10904 Lindbrook Dr,Los Angeles,CA,90024,34.0593505,-118.4449146,False,1.0,4.3,70,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 443-0610,+13104430610,http://www.sansaiusa.com/,14506,1000,0.2582,0.7245999999999999,0.0172,0.47108,4.0,X3FjM4euGwCAe2jZ5fUlCw,SanSai Japanese Grill,1.0,3.0,165.0,0.075,0.8823333333333334,0.042666666666666665,0.23853333333333335,2.0,0,Meh.,Meh.
ChIJu-lKU-qwwoARTumryxZROG0,San Sai Japanese Grill,8601 Lincoln Blvd,Los Angeles,CA,90045,33.9594364,-118.4193023,False,1.0,4.4,127,"['establishment', 'food', 'point_of_interest', 'restaurant']",,,http://www.sansaigrill.com/,2324,302,0.382,0.5978000000000001,0.020200000000000003,0.8040199999999998,4.6,9wsIadQxyBcRxSc-koHuKQ,SanSai Japanese Grill,1.0,3.0,140.0,0.28800000000000003,0.7119999999999999,0.0,0.8282999999999999,5.0,3,Yay!,Yay!
ChIJmy6Vbhy7woARPYeKQk6i9RY,Miyako Restaurant,2829 Ocean Park Blvd,Santa Monica,CA,90405,34.0194011,-118.4551762,False,2.0,4.4,135,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 396-5588,+13103965588,https://www.miyakosantamonica.com/,8519,962,0.3016,0.6984,0.0,0.8344400000000001,5.0,rTLi1fCWUcICgaKt97VGhQ,Miyako Restaurant,2.0,3.5,161.0,0.10933333333333334,0.8643333333333333,0.026333333333333334,0.26626666666666665,4.0,0,Yay!,Meh.
ChIJI_ckGk-7woARw4EY4z2fstg,Takuma,2627 Wilshire Blvd,Santa Monica,CA,90403,34.0367313,-118.4769948,False,2.0,4.6,122,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 586-7469,+13105867469,http://www.santamonicatakuma.com/,15869,1182,0.4138,0.5862,0.0,0.9366200000000001,5.0,KW8pWhyYbmsDp3cK6OTtHQ,Takuma,2.0,4.5,359.0,0.23299999999999998,0.767,0.0,0.5857,4.333333333333333,1,Yay!,Meh.
ChIJg9BkeqC8woARNfLi6xPS8-g,Taiko Restaurant,11677 San Vicente Blvd #302,Los Angeles,CA,90049,34.0541176,-118.4650184,False,2.0,4.3,59,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 207-7782,+13102077782,http://www.taikolosangeles.com/,15780,1032,0.3128,0.6728,0.014400000000000001,0.78766,4.2,nvKkylFrGBp5RUuuNIEX2Q,Taiko,2.0,4.0,216.0,0.12466666666666666,0.8186666666666667,0.05666666666666667,0.26886666666666664,3.0,0,Meh.,Meh.
ChIJwRQdfUy5woARAGazGWo22dc,Manpuku Japanese Yakiniku Dining,8486 W 3rd St,West Hollywood,CA,90048,34.0731174,-118.3760133,False,2.0,4.8,60,"['establishment', 'food', 'point_of_interest', 'restaurant']",(323) 847-5061,+13238475061,http://www.manpukuus.com/,19960,1473,0.3402,0.6597999999999999,0.0,0.91698,5.0,quDRbtVyZHsvVeEMe0K6zw,Manpuku Japanese Yakiniku Dining,3.0,4.5,96.0,0.159,0.8156666666666667,0.025333333333333333,0.4744,4.666666666666667,1,Yay!,Meh.
ChIJH28JZxe0woAReqpB2OMkRWI,San Sai Japanese Grill,5354 Rosecrans Ave,Hawthorne,CA,90250,33.9012758,-118.3735215,True,1.0,4.2,176,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 643-5961,+13106435961,http://sansaijapanesehawthorne.com/,16069,883,0.45600000000000007,0.544,0.0,0.87576,5.0,9LV4e4oSOIGar6rZGjy-qg,SanSai Japanese Grill,2.0,3.5,337.0,0.14766666666666664,0.782,0.07,0.3373,3.3333333333333335,0,Yay!,Meh.
ChIJAb-omXi7woAR7G9OeXDRIUk,Asuka,1553 Westwood Blvd,Los Angeles,CA,90024,34.053119,-118.440241,False,2.0,4.8,77,"['establishment', 'food', 'point_of_interest', 'restaurant']",(424) 832-7284,+14248327284,http://www.eat-asuka.com/,13949,1037,0.25620000000000004,0.7148000000000001,0.028800000000000003,0.8951799999999999,5.0,jzMqnQLZqqboQparlgrrhA,Asuka,3.0,4.5,176.0,0.22866666666666666,0.7443333333333334,0.027,0.4544333333333333,4.666666666666667,1,Yay!,Meh.
ChIJ46_3-HG6woARcsGxXVJhqoo,Sakura,4545 S Centinela Ave,Los Angeles,CA,90066,33.9919313,-118.4224403,False,2.0,4.5,274,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 822-7790,+13108227790,,3249,370,0.3336,0.6566,0.0098,0.8630600000000002,4.8,yABfiMUE-PyHiQ35mYm_kg,Sakura Japanese Restaurant,2.0,4.0,878.0,0.18899999999999997,0.7576666666666666,0.05333333333333334,0.3832,4.666666666666667,3,Yay!,Meh.
ChIJ469JZ1C5woARmhglgvz0LKU,Summer Fish & Rice,201 S Robertson Blvd,Beverly Hills,CA,90211,34.0648768,-118.383772,False,3.0,4.5,106,"['establishment', 'food', 'point_of_interest', 'restaurant']",(424) 279-9111,+14242799111,http://www.summer.fish/,18367,1411,0.5349999999999999,0.4497999999999999,0.0152,0.8356600000000001,4.8,z7YwQAon_1z9dBDAB-0GQA,Summer Fish & Rice,2.0,4.0,317.0,0.3323333333333333,0.6506666666666666,0.016999999999999998,0.8924,4.666666666666667,1,Yay!,Yay!
ChIJQ6G-cHe7woARm0tCODdUL6U,Hamasaku,11043 CA-2,Los Angeles,CA,90025,34.0482992,-118.4433502,False,3.0,4.5,227,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 479-7636,+13104797636,http://www.hamasakula.com/,13266,963,0.2354,0.7266,0.038,0.54722,4.2,py2dW-WLfw8RfT4lkYX6pA,Hamasaku,3.0,4.0,520.0,0.29333333333333333,0.666,0.041,0.8038,4.333333333333333,2,Meh.,Yay!
ChIJo_XTkYS4woARBdJfRW9JM-E,Geisha Japanese Restaurant,3680 Wilshire Blvd Suite 201,Los Angeles,CA,90010,34.0613181,-118.3061537,False,2.0,4.4,28,"['establishment', 'food', 'point_of_interest', 'restaurant']",(213) 427-0288,+12134270288,,24169,1732,0.28900000000000003,0.701,0.0098,0.81938,4.4,kocns-nuaLILWrJsCRhd_Q,Geisha Japanese Restaurant,3.0,4.5,88.0,0.18966666666666665,0.7706666666666667,0.03966666666666666,0.4142666666666666,4.666666666666667,1,Yay!,Meh.
ChIJE44iMquwwoARZaDLN6e_Eao,Azabu Sabo,6000 Sepulveda Blvd,Culver City,CA,90230,33.9861517,-118.3931727,True,2.0,4.5,80,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 391-8784,+13103918784,http://www.azabusabocc.com/,4359,573,0.41179999999999994,0.5804,0.0078,0.8642799999999999,4.8,iGuRzOYDp1VdHxT-krFc-g,Azabu Sabo,2.0,4.0,312.0,0.145,0.8256666666666667,0.029333333333333333,0.3501,4.0,3,Yay!,Meh.
ChIJa7PpNdK6woARvpirbm0vMe4,Sunny Blue,2728 Main St,Santa Monica,CA,90405,34.0002896,-118.4820915,True,1.0,4.7,275,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 399-9030,+13103999030,http://www.sunnyblueinc.com/,7028,1008,0.2728,0.7196,0.0078,0.8651200000000001,4.6,UZL1rOzA-wFq0Y7iC0cc2w,Sunny Blue,1.0,4.5,1272.0,0.256,0.7440000000000001,0.0,0.7448666666666667,5.0,1,Yay!,Meh.
ChIJmesUpkuxwoARbdT_wpy9l8E,San Sai Japanese Grill,630 N Sepulveda Blvd #3b,El Segundo,CA,90245,33.9245174,-118.3956289,True,1.0,4.3,102,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 640-7665,+13106407665,http://www.sansaigrill.com/,8165,847,0.18880000000000002,0.7682,0.043,0.47981999999999997,4.0,ee4FTNVuBlUPIYwuWsS03A,SanSai Japanese Grill,1.0,3.0,98.0,0.08566666666666667,0.85,0.06433333333333334,0.11206666666666669,3.0,0,Meh.,Meh.
ChIJGz1NMf-zwoARgGyZORSZ1Hw,Umi by Hamasaku,860 S Sepulveda Blvd #116,El Segundo,CA,90245,33.9024624,-118.3947726,False,2.0,4.4,128,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 524-9980,+13105249980,https://www.umibyhamasaku.com/,10960,1120,0.289,0.7068,0.004200000000000001,0.9065,4.6,QVcxrRFkQNFt5863IasTVg,Umi by Hamasaku,2.0,4.0,241.0,0.16566666666666666,0.8343333333333334,0.0,0.6083666666666666,4.0,3,Yay!,Meh.
ChIJk1df4HS7woARCPrE7xP55Bc,Hide Sushi,2040 Sawtelle Blvd,Los Angeles,CA,90025,34.0401814,-118.4427491,False,2.0,4.4,443,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 477-7242,+13104777242,http://www.hidesushi.com/,12024,1006,0.27880000000000005,0.6742000000000001,0.047,0.8959999999999999,4.8,jaSU9mfMdZ5ejcbk_lMvSw,Hide Sushi Japanese Restaurant,2.0,4.0,1599.0,0.22099999999999997,0.73,0.048999999999999995,0.6957,4.0,3,Yay!,Meh.
ChIJAewpczC6woAR0Gat3-7_JhI,Yokohama Sushi,3859 Overland Ave,Culver City,CA,90232,34.0168726,-118.4066743,False,2.0,4.0,89,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 202-7062,+13102027062,https://yokohamasushi.business.site/,6743,857,0.321,0.6548,0.0242,0.71776,4.2,Ca_zfJqTs8_kpITxLEnFSQ,Yokohama Sushi,2.0,3.0,309.0,0.14300000000000002,0.8570000000000001,0.0,0.5214,3.6666666666666665,0,Meh.,Meh.
ChIJL8CDEIO1woARuaTafp6l4HI,Tampopo Restaurant,15462 S Western Ave # 102,Gardena,CA,90249,33.8899681,-118.3089733,False,1.0,4.5,325,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 323-7882,+13103237882,,23019,1298,0.3164,0.6608,0.0228,0.7749,4.4,uBYiHbCjkR4Q3FWoMAw9Ng,Tampopo Restaurant,2.0,4.0,475.0,0.08700000000000001,0.7536666666666666,0.15933333333333333,-0.03603333333333333,3.3333333333333335,0,Meh.,Meh.
ChIJya78_ym6woARglMP6Z5alTY,K-ZO,9240 Culver Blvd,Culver City,CA,90232,34.0256573,-118.3928833,False,3.0,4.4,225,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 202-8890,+13102028890,http://www.k-zo.com/,7666,948,0.3994,0.5826,0.018,0.6794800000000001,4.6,l0kjiCcja3tXeGqHaFx07g,K-ZO,3.0,4.0,773.0,0.07433333333333333,0.8973333333333334,0.028333333333333335,0.24003333333333332,4.333333333333333,2,Meh.,Meh.
ChIJFfLu6XG5woAR9nUxp3m3xJg,Bentomo,1831 S La Cienega Blvd,Los Angeles,CA,90035,34.044463,-118.378795,False,1.0,4.2,77,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 204-4027,+13102044027,http://www.samuraisams.net/,16838,1159,0.3234,0.6452,0.0316,0.674,5.0,_PI7eh-jNE1f4E_ryqp76Q,Bentomo,2.0,4.0,57.0,0.20833333333333334,0.7799999999999999,0.011666666666666667,0.6537999999999999,4.666666666666667,0,Meh.,Meh.
ChIJ3Q_3Cm-7woARZKLuBYBBVxI,Izakaya Sasaya 居酒屋 楽楽家,11613 Santa Monica Blvd,Los Angeles,CA,90025,34.0446461,-118.4545479,False,2.0,4.3,133,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']",(310) 477-4404,+13104774404,http://www.izakaya-sasaya.com/,13491,941,0.12279999999999999,0.8458,0.0314,0.2193,4.0,-At_EBmKULg1Hi9bFqOh4g,Izakaya Sasaya,2.0,4.0,477.0,0.3026666666666667,0.6506666666666666,0.04666666666666667,0.6520666666666667,4.0,0,Meh.,Meh.
ChIJ7yr_2065woARrbIIMpW8ZWk,Matsuhisa,129 N La Cienega Blvd,Beverly Hills,CA,90211,34.0683664,-118.3766157,False,4.0,4.6,344,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 659-9639,+13106599639,https://matsuhisabeverlyhills.com/,19344,1365,0.24420000000000003,0.7392,0.0166,0.82602,4.8,TRI4waA9FzpmX9IbAtGrXg,Matsuhisa,4.0,4.0,981.0,0.22966666666666666,0.7513333333333333,0.019,0.6852666666666667,4.0,2,Yay!,Meh.
ChIJ0V_EpSW3woARtjm6MsaJ0jA,Miyako Express,5600 W Manchester Ave,Los Angeles,CA,90045,33.9597165,-118.3789966,False,1.0,4.5,277,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 649-2778,+13106492778,,6027,806,0.30619999999999997,0.639,0.05500000000000001,0.6630600000000001,4.4,R-FKCZNy7APGShU2EZm1xw,Miyako Express,1.0,4.0,184.0,0.14366666666666666,0.8369999999999999,0.019333333333333334,0.45543333333333336,3.6666666666666665,0,Meh.,Meh.
ChIJud9XNwi8woARZFROY1HTKP8,Yazawa Japanese BBQ,9669 S Santa Monica Blvd,Beverly Hills,CA,90210,34.069046,-118.4069186,False,4.0,4.6,107,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 275-2914,+13102752914,http://yazawameat.com/,18389,1362,0.3402,0.6472,0.0126,0.92348,5.0,3wg-edpLue-hv4oaCIIgGw,YAZAWA,4.0,4.5,241.0,0.34933333333333333,0.6326666666666667,0.018,0.8967,4.666666666666667,1,Yay!,Yay!
ChIJ37AfAHa1woARMe1Gu-__Cgk,Maruhide Uni Club,2130 Redondo Beach Blvd,Torrance,CA,90504,33.885612,-118.3167206,False,4.0,4.6,160,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 323-2864,+13103232864,http://www.maruhideuniclub.com/,22138,1205,0.3614,0.6136,0.0252,0.9303799999999999,4.8,uLdwXef6zPVaszHt1IqvwA,Maruhide Uni Club,3.0,4.0,752.0,0.36066666666666664,0.6393333333333334,0.0,0.8975333333333334,4.333333333333333,1,Yay!,Yay!
